release_date,popularity,vote_count,genre,productions,imdb_rating,director,casts
2012,9.229,107,horror romance thriller,les-films-de-l'astre enrique-cerezo-producciones-cinematográficas-s.a. film-export-group ifc-midnight,3.6,dario-argento,thomas-kretschmann marta-gastini asia-argento
1932,9.228,154,drama romance,metro-goldwyn-mayer,7.4,edmund-goulding,greta-garbo john-barrymore joan-crawford
1988,9.227,123,family fantasy science-fiction,orion-pictures mac-and-me-joint-venture,3.4,stewart-raffill,christine-ebersole jonathan-ward tina-caspary
1982,9.226,583,comedy,trinacra-films films-a2 les-films-du-splendid,7.6,jean-marie-poiré,anémone josiane-balasko marie-anne-chazel
2008,9.225,149,drama thriller,utv-motion-pictures,8.1,neeraj-pandey,anupam-kher naseeruddin-shah jimmy-sheirgill
1981,9.225,251,crime thriller action,mann/caan-productions,7.4,michael-mann,james-caan tuesday-weld willie-nelson
2018,9.224,138,action science-fiction horror tv-movie,the-asylum,2.9,james-thomas,michael-madsen caroline-harris ego-mikitas
2019,9.224,35,thriller drama mystery,bradley-pilz-productions automatik-entertainment hanway-films,4.9,alistair-banks-griffin,naomi-watts jennifer-ehle brennan-brown
1994,9.224,271,animation drama family fantasy,warner-bros.-pictures sullivan-bluth-studios,6.3,unknown,jodi-benson gary-imhoff gino-conforti
2002,9.224,260,comedy drama family fantasy,josephson-entertainment like-mike-productions heller-highwater-productions nba-entertainment 20th-century-fox,5.3,john-schultz,shad-moss jonathan-lipnicki morris-chestnut
2017,9.223,170,drama,nonetheless-productions depth-of-field superlative-films,7.2,kogonada,john-cho haley-lu-richardson parker-posey
1987,9.223,96,drama history,universal-pictures marble-arch-productions,7.4,richard-attenborough,denzel-washington kevin-kline josette-simon
2013,9.222,151,action crime thriller,swingin'-productions millennium-films,6.2,isaac-florentine,scott-adkins kane-kosugi mika-hijii
2015,9.221,146,drama thriller,cine-de-garage a-contraluz-films benecé-produccions,5.9,hèctor-hernández-vicens,alba-ribas cristian-valencia albert-carbó
2016,9.22,115,animation crime documentary,independent-lens go-valley,7.9,keith-maitland,violett-beane louie-arnette blair-jackson
2008,9.22,25,action adventure,dark-coast-pictures,6.9,rocco-devilliers,jesse-james reiley-mcclendon stephen-baldwin
1972,9.22,135,animation comedy drama,cinemation-industries steve-krantz-productions black-ink-films aurica-finance-company fritz-productions,6.3,ralph-bakshi,skip-hinnant rosetta-lenoire john-mccurry
2017,9.219,104,drama romance,soandbrad gamechanger-films autumn-productions monofonus-press,6.3,so-yong-kim,riley-keough jena-malone jessie-ok-gray
2013,9.219,277,crime comedy action,british-film-institute bbc-films studiocanal baby-cow-productions,6.9,declan-lowney,steve-coogan colm-meaney tim-key
2017,9.218,117,documentary,fellowship-adventure-group bim-distribuzione,7.5,michael-moore,michael-moore george-w.-bush ben-affleck
2017,9.218,203,animation comedy family,studiocanal nwave-pictures,6.1,unknown,cinda-adams mari-devon kirk-thornton
2017,9.218,301,drama,chestnut-ridge,7.2,reginald-hudlin,chadwick-boseman josh-gad kate-hudson
2020,9.217,2,horror tv-movie,blumhouse-television,6.1,alejandro-brugués,malcolm-barrett lyndie-greenwood felicia-day
1998,9.217,212,animation action crime family,dc-comics warner-bros.-animation dc-entertainment,7.2,boyd-kirkland,kevin-conroy michael-ansara loren-lester
1990,9.217,158,family fantasy adventure,walt-disney-pictures roth-films team-todd tim-burton-productions the-zanuck-company,6.4,tim-burton,mia-wasikowska johnny-depp helena-bonham-carter
2012,9.216,806,crime thriller mystery,relativity-media intrepid-pictures filmnation-entertainment galavis-film pioneer-pictures,6.4,james-mcteigue,john-cusack alice-eve luke-evans
2009,9.216,88,horror,ghost-house-pictures,4.7,martin-barnewitz,norman-reedus heather-stephens claire-holt
2014,9.215,357,drama crime,iconoclast rabbit-bandini-productions division-films muse-productions o'-salvation mjz pop-films radar-pictures,5.3,harmony-korine,vanessa-hudgens selena-gomez ashley-benson
2009,9.214,292,fantasy comedy animation science-fiction family,dreamworks-animation,6.6,tim-johnson,jim-parsons rihanna steve-martin
2012,9.213,1124,comedy,location-gourmet gary-sanchez-productions everyman-pictures warner-bros.-pictures,6.1,jay-roach,will-ferrell zach-galifianakis jason-sudeikis
1922,9.212,143,documentary horror,aljosha-production-company svensk-filmindustri,7.7,benjamin-christensen,benjamin-christensen elisabeth-christensen maren-pedersen
2019,9.211,118,drama,unknown,5.7,kenny-leon,kerry-washington steven-pasquale jeremy-jordan
2012,9.208,86,comedy music,o.n.c.-entertainment alcon-entertainment farrell-paura-productions gospel-truth-pictures,5.7,todd-graff,queen-latifah dolly-parton keke-palmer
2017,9.206,331,family drama,the-steve-jaggi-company,5.5,rhiannon-bannenberg,debby-ryan genevieve-hegney andrew-creer
2012,9.206,70,action adventure thriller,steamroller-productions voltage-pictures splendid-film,4.8,keoni-waxman,steven-seagal steve-austin michael-paré
2012,9.206,219,animation science-fiction action drama,studio-khara,7.0,unknown,megumi-ogata megumi-hayashibara yûko-miyamura
2007,9.206,97,comedy drama romance,unknown,7.4,david-mackay,elisabeth-harnois clea-duvall sean-patrick-flanery
2013,9.204,60,documentary,radicalmedia,7.6,matthew-akers,david-blaine hadji-ali woody-allen
2016,9.203,146,horror drama thriller,wild-bunch tcb-films cinécinéma canal+-horizons eskwad canal+,7.1,pascal-laugier,morjana-alaoui mylène-jampanoï catherine-bégin
1984,9.203,251,science-fiction action comedy horror,troma-entertainment,6.3,unknown,andree-maranda mitch-cohen jennifer-babtist
1978,9.202,120,documentary music,fm-productions last-waltz-inc.,8.2,martin-scorsese,robbie-robertson muddy-waters neil-young
1978,9.202,123,action war,richmond-productions,6.8,andrew-v.-mclaglen,richard-burton roger-moore richard-harris
2016,9.201,0,unknown,unknown,6.8,sandip-ray,bhaskar-banerjee paran-banerjee bratya-basu
2011,9.201,278,animation family tv-movie,pixar walt-disney-pictures,7.1,unknown,tom-hanks tim-allen wallace-shawn
2019,9.199,5,thriller action,unknown,3.4,giorgio-bruno,dolph-lundgren hal-yamanouchi natalie-burn
2006,9.196,176,drama,lions-gate-films 2929-productions out-of-the-blue...-entertainment starbucks-entertainment cinema-gypsy-productions,7.3,doug-atchison,angela-bassett laurence-fishburne keke-palmer
2018,9.195,160,drama crime,jean-doumanian-productions low-spark-films,6.2,mélanie-laurent,ben-foster jeffrey-grover christopher-amitrano
1925,9.195,165,thriller drama romance,really-useful-films odyssey-entertainment scion-films warner-bros.-pictures,7.3,joel-schumacher,gerard-butler emmy-rossum patrick-wilson
1978,9.194,77,science-fiction action drama thriller tv-movie,david-eick-productions r&d-tv usa-cable-entertainment universal-television,7.6,félix-enríquez-alcalá,edward-james-olmos mary-mcdonnell katee-sackhoff
2018,9.194,250,comedy crime mystery,broken-lizard-industries cataland-films needle's-eye-productions fox-searchlight-pictures,6.0,jay-chandrasekhar,jay-chandrasekhar kevin-heffernan steve-lemme
2005,9.194,116,comedy drama romance,lions-gate-films,5.8,darren-grant,kimberly-elise steve-harris tyler-perry
2013,9.193,114,romance,passionflix helix-media-group,5.5,tosca-musk,emma-rigby rachel-allinson david-bamber
2000,9.193,135,thriller fantasy adventure fantasy,cleves-media fizz-and-ginger-films,5.9,matthew-butler-hart,conleth-hill alex-hassell fisayo-akinade
2015,9.192,244,drama documentary,the-documentary-group our-time-projects,7.4,matthew-heineman,tim-nailer-foley josé-manuel-'el-doctor'-mireles paco-valencia
1973,9.192,114,horror mystery,academy-pictures 20th-century-fox,6.7,john-hough,roddy-mcdowall gayle-hunnicutt pamela-franklin
2013,9.191,134,action comedy,laguna-ridge-pictures 120db-films louisiana-media-productions mimran-schur-pictures upload-films suretone-pictures,5.9,wayne-kramer,paul-walker norman-reedus elijah-wood
2007,9.191,92,family animation,unknown,5.4,unknown,cody-arens logan-arens anndi-mcafee
2003,9.191,310,music animation family,walt-disney-pictures pixar,7.0,unknown,bud-luckey
1991,9.19,37,drama romance thriller,electric-pictures,4.4,sam-pillsbury,nicolas-cage erika-anderson judge-reinhold
1993,9.189,211,fantasy comedy romance,alphaville-films stampede-entertainment universal-pictures,7.0,ron-underwood,robert-downey-jr. charles-grodin alfre-woodard
2019,9.188,28,documentary crime,black-earth-films,6.8,unknown,mark-franchetti
2017,9.188,336,drama history war,bophana-production,7.2,angelina-jolie,sareum-srey-moch phoeung-kompheak sveng-socheata
2009,9.188,236,drama,dreamlab simaye-mehr,8.0,asghar-farhadi,golshifteh-farahani shahab-hosseini taraneh-alidoosti
1990,9.187,92,drama science-fiction,bioskop-film cinecom-entertainment-group cinetudes-films,6.0,volker-schlöndorff,natasha-richardson faye-dunaway aidan-quinn
1960,9.187,169,crime drama thriller,robert-et-raymond-hakim paris-film titanus,7.8,rené-clément,alain-delon maurice-ronet marie-laforêt
2004,9.187,176,crime thriller,paramount cruise/wagner-productions lakeshore-entertainment intermedia-films,5.8,e.-elias-merhige,aaron-eckhart ben-kingsley carrie-anne-moss
1995,9.185,139,comedy crime action,malpaso-productions united-artists,7.1,michael-cimino,clint-eastwood jeff-bridges geoffrey-lewis
2017,9.184,91,documentary,participant-media actual-films,6.4,unknown,al-gore cory-booker george-w.-bush
2016,9.184,156,thriller drama,binary-light mpower-pictures krannel-pictures wild-bunch,5.9,dito-montiel,shia-labeouf jai-courtney gary-oldman
1994,9.184,241,fantasy,trans-film fallingcloud initial-groupe lumière-pictures,4.5,andrew-morahan,christopher-lambert mario-van-peebles deborah-kara-unger
1979,9.183,80,action drama thriller,universal-pictures,4.5,david-lowell-rich,alain-delon susan-blakely robert-wagner
2007,9.183,254,comedy,hammer-&-tongs celluloid-dreams good-film-productions arte-france-cinéma network-movie-film-und-fernsehproduktion reason-pictures soficinéma-2 soficinéma-3 zdf,7.0,garth-jennings,bill-milner will-poulter jessica-hynes
2002,9.18,40,adventure animation fantasy,studio-ghibli mamma-aiuto,8.1,hayao-miyazaki,hayao-miyazaki
1965,9.18,73,war action,benton-film-productions,6.5,anthony-mann,kirk-douglas richard-harris ulla-jacobsson
1992,9.179,138,comedy drama romance,interscope-communications metro-goldwyn-mayer,6.9,paul-michael-glaser,d.b.-sweeney moira-kelly roy-dotrice
2013,9.178,225,family fantasy animation adventure,shout!-factory nwave-pictures illuminata-pictures studiocanal,6.3,unknown,cinda-adams george-babbit brianne-brozey
2006,9.177,89,action thriller,shanghai-film-group china-film-co-production-corporation mandarin-films-distribution-co. beijing-poly-bona-film-publishing-company,6.2,wilson-yip,yuk-long-wong louis-koo isabella-leong
1946,9.177,174,crime mystery thriller,universal-pictures,7.8,robert-siodmak,burt-lancaster ava-gardner edmond-o'brien
2012,9.175,179,horror thriller mystery,rustic-films,6.4,unknown,peter-cilella vinny-curran emily-montague
2017,9.174,228,horror thriller,psychopia-pictures imprint-entertainment redwire-pictures jeff-rice-films casadelic-pictures content-media-corporation culmination-productions lb-entertainment,4.8,dan-bush,james-franco scott-haze taryn-manning
2009,9.174,152,science-fiction action adventure fantasy comedy,nickelodeon-movies paramount platinum-dunes,5.8,jonathan-liebesman,megan-fox will-arnett william-fichtner
2006,9.174,859,comedy,universal-pictures shady-acres-entertainment,6.4,steve-pink,justin-long jonah-hill blake-lively
2016,9.172,266,drama crime thriller,star-thrower-entertainment anonymous-content ball-&-chain-productions,6.3,kasra-farahani,james-caan logan-miller keir-gilchrist
2007,9.172,384,action adventure comedy family fantasy,walt-disney-pictures classic-media have-no-fear-productions spyglass-entertainment maverick-films,4.7,frederik-du-chau,peter-dinklage jason-lee amy-adams
2019,9.171,78,drama crime,epic-level-entertainment roxwell-films,5.8,mary-harron,hannah-murray matt-smith sosie-bacon
2008,9.171,155,documentary,zootrope-films,7.9,sacha-gervasi,robb-reiner steve-'lips'-kudlow tiziana-arrigoni
2018,9.17,100,thriller action drama,thorbak baumgarten-management-and-productions-(bmp) sc-films-international sc-international-pictures thor-pictures,5.6,ekachai-uekrongtham,dolph-lundgren tony-jaa ron-perlman
1993,9.17,224,drama history,miramax,6.1,bernardo-bertolucci,keanu-reeves bridget-fonda ruocheng-ying
2018,9.168,58,crime drama thriller,pimienta blue-rider-pictures jtp-films speed-kills-production hannibal-classics,4.2,jodi-scurfield,john-travolta katheryn-winnick jennifer-esposito
1986,9.168,51,music documentary,queen-films,9.1,gavin-taylor,freddie-mercury john-deacon brian-may
2019,9.167,201,thriller drama mystery horror,campfire,4.6,zak-hilditch,carmen-ejogo theo-rossi emma-greenwell
2018,9.167,113,horror fantasy comedy tv-movie,syfy wwe-studios lionsgate out-of-africa-entertainment blue-ice-pictures,5.0,steven-kostanski,taylor-spreitler pepi-sonuga sai-bennett
2011,9.166,78,documentary,unknown,8.1,unknown,gary-gitchell todd-moore dana-moore
2003,9.166,121,adventure comedy family,unknown,5.3,craig-shapiro,ashley-olsen mary-kate-olsen brian-skala
2016,9.164,185,comedy horror,unknown,8.2,claire-wasmund,fernando-noor katelyn-causey bill-watterson
2019,9.163,5,science-fiction thriller,three-feet-of-film,3.9,sandra-sciberras,jolene-anderson stef-dawson talina-naviede
2020,9.162,1,mystery thriller crime comedy,b.a.-entertainment megabox-plus-m,7.1,kim-yong-hoon,do-yeon-jeon woo-sung-jung sung-woo-bae
2013,9.162,120,comedy horror,darko-entertainment,4.9,unknown,rob-corddry leslie-bibb alex-berg
1988,9.162,263,fantasy music,ultimate-productions will-vinton-productions,6.1,unknown,michael-jackson joe-pesci sean-lennon
1999,9.16,634,drama,miramax nina-saxon-film-design filmcolony,7.4,lasse-hallström,tobey-maguire charlize-theron michael-caine
2020,9.159,0,war action drama,playtone bron-studios filmnation-entertainment sycamore-pictures columbia-pictures sony-pictures,7.3,aaron-schneider,tom-hanks stephen-graham elisabeth-shue
2009,9.159,248,drama action thriller crime,canana-films creando-films primary-productions,7.6,cary-joji-fukunaga,paulina-gaitan marco-antonio-aguirre leonardo-alonso
2015,9.158,318,fantasy thriller horror science-fiction,willowbrook-regent-films,5.9,unknown,chad-villella matt-bettinelli-olpin kristina-pesic
2007,9.157,249,comedy music,mga-entertainment avi-arad-&-associates crystal-sky-pictures,3.1,sean-mcnamara,skyler-shaye janel-parrish logan-browning
2016,9.153,1122,horror thriller mystery,lava-bear-films ai-film phantom-four,4.8,jason-zada,natalie-dormer eoin-macken stephanie-vogt
1999,9.153,353,animation family comedy,disney-television-animation,7.2,unknown,kelsey-grammer wayne-allwine russi-taylor
1986,9.153,188,action science-fiction,new-century-entertainment-corporation alliance-entertainment turbo-productions,6.0,mike-marvin,charlie-sheen nick-cassavetes sherilyn-fenn
2016,9.152,178,comedy,compadre-entertainment depth-of-field voltage-pictures,6.1,chris-mccoy,nicholas-braun zoey-deutch mateo-arias
2011,9.152,114,horror,neo-art-&-logic puzzlebox-films dimension-extreme dimension-films,2.7,víctor-garcía,steven-brand nick-eversman tracey-fairaway
1986,9.152,197,comedy,silver-screen-partners-iv touchstone-pictures,6.2,francis-veber,nick-nolte martin-short sarah-rowland-doroff
2004,9.152,141,adventure fantasy drama science-fiction family,endgame-entertainment sandfairy capitol-films,5.5,john-stephenson,tara-fitzgerald freddie-highmore alex-jennings
1979,9.152,91,drama,orion-pictures-corporation warner-bros.-home-entertainment-group,7.4,philip-kaufman,ken-wahl karen-allen john-friedrich
2014,9.151,1077,mystery thriller action,hanway-films snoot-entertainment,6.7,adam-wingard,dan-stevens sheila-kelley maika-monroe
2014,9.15,59,action drama crime,carnival-films bbc-films heyday-films,6.6,david-hare,ralph-fiennes shazad-latif felicity-jones
1962,9.15,95,action western,metro-goldwyn-mayer,7.5,sam-peckinpah,joel-mccrea randolph-scott mariette-hartley
2016,9.148,302,comedy,wildside essequamvideri warner-bros-pictures-italia,6.1,fausto-brizzi,christian-de-sica enrico-brignano lucia-ocone
1969,9.147,416,comedy crime,palomar-pictures-international,7.3,woody-allen,woody-allen janet-margolin marcel-hillaire
